top_player,outside_player,top_rank,outside_rank,initial_gap,top_ci_lower,top_ci_upper,outside_ci_lower,outside_ci_upper,initial_overlap
reka-core-20240501,llava-v1.6-34b,11,15,0.09645561820630372,929.1993261058903,946.0321739347172,908.7783480975199,932.941037754636,True
reka-core-20240501,cogvlm2-llama3-chat-19b,11,16,0.14045558539101222,929.1993261058903,946.0321739347172,896.2049137801774,930.227317710184,True
reka-flash-preview-20240611,llava-v1.6-34b,12,15,0.09153495693511493,928.1339323650835,945.3879548456102,908.7783480975199,932.941037754636,True
reka-flash-preview-20240611,cogvlm2-llama3-chat-19b,12,16,0.13553492411982343,928.1339323650835,945.3879548456102,896.2049137801774,930.227317710184,True
claude-3-haiku-20240307,llava-v1.6-34b,13,15,0.07924059795979516,926.7715588796644,942.478830521814,908.7783480975199,932.941037754636,True
claude-3-haiku-20240307,cogvlm2-llama3-chat-19b,13,16,0.12324056514450366,926.7715588796644,942.478830521814,896.2049137801774,930.227317710184,True
minicpm-v-2_6,llava-v1.6-34b,14,15,0.01423505468020364,905.1042918850793,941.5608585248394,908.7783480975199,932.941037754636,True
minicpm-v-2_6,cogvlm2-llama3-chat-19b,14,16,0.05823502186491214,905.1042918850793,941.5608585248394,896.2049137801774,930.227317710184,True
