dataset_key,dataset_name,variant,action,candidate_mode,target_player_a,target_player_b,selected_order,model_a,model_b,winner,match_id,match_copy,outcome,influence,influence_abs,fitted_probability,residual,leverage,objective_value,row_uid,candidate_probability,_candidate_x,raw_influence
tennis_top10_atp,ATP Top-10 Matchups (2020-2024),add_weighted,add,weighted,Carlos Alcaraz,Novak Djokovic,4,Carlos Alcaraz,Jannik Sinner,,343,forward,1.0,0.008550827730272204,0.008550827730272204,,,,,130,0.646488280289722,"[0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.013226578100441623
tennis_top10_atp,ATP Top-10 Matchups (2020-2024),add_weighted,add,weighted,Carlos Alcaraz,Novak Djokovic,5,Jannik Sinner,Carlos Alcaraz,,343,reverse,0.0,0.008550827730272204,0.008550827730272204,,,,,131,0.646488280289722,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, -1.0, 0.0, 0.0]",0.013226578100441625
tennis_top10_atp,ATP Top-10 Matchups (2020-2024),add_weighted,add,weighted,Carlos Alcaraz,Novak Djokovic,6,Carlos Alcaraz,Holger Rune,,364,forward,1.0,0.008517995979203354,0.008517995979203354,,,,,172,0.7013206675835397,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, -1.0]",0.012145650874018638
tennis_top10_atp,ATP Top-10 Matchups (2020-2024),add_weighted,add,weighted,Carlos Alcaraz,Novak Djokovic,7,Holger Rune,Carlos Alcaraz,,364,reverse,0.0,0.008517995979203353,0.008517995979203353,,,,,173,0.7013206675835397,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0, 0.0, 1.0]",0.012145650874018636
tennis_top10_atp,ATP Top-10 Matchups (2020-2024),add_weighted,add,weighted,Carlos Alcaraz,Novak Djokovic,8,Carlos Alcaraz,Taylor Fritz,,362,forward,1.0,0.008353099832890967,0.008353099832890967,,,,,168,0.7261167079761305,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, -1.0, 0.0]",0.01150379786215518
tennis_top10_atp,ATP Top-10 Matchups (2020-2024),add_weighted,add,weighted,Carlos Alcaraz,Novak Djokovic,9,Taylor Fritz,Carlos Alcaraz,,362,reverse,0.0,0.008353099832890967,0.008353099832890967,,,,,169,0.7261167079761305,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0, 1.0, 0.0]",0.01150379786215518
tennis_top10_atp,ATP Top-10 Matchups (2020-2024),add_weighted,add,weighted,Carlos Alcaraz,Novak Djokovic,10,Novak Djokovic,Daniil Medvedev,,283,reverse,0.0,0.007724736735852555,0.007724736735852555,,,,,11,0.27929913834851744,"[0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.027657574532913197
tennis_top10_atp,ATP Top-10 Matchups (2020-2024),add_weighted,add,weighted,Carlos Alcaraz,Novak Djokovic,11,Daniil Medvedev,Novak Djokovic,,283,forward,1.0,0.007724736735852555,0.007724736735852555,,,,,10,0.27929913834851744,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.027657574532913197
tennis_top10_atp,ATP Top-10 Matchups (2020-2024),add_weighted,add,weighted,Carlos Alcaraz,Novak Djokovic,12,Novak Djokovic,Jannik Sinner,,285,reverse,0.0,0.007624132029003061,0.007624132029003061,,,,,15,0.2586147884516767,"[0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.029480649867892856
tennis_top10_atp,ATP Top-10 Matchups (2020-2024),add_weighted,add,weighted,Carlos Alcaraz,Novak Djokovic,13,Jannik Sinner,Novak Djokovic,,285,forward,1.0,0.007624132029003061,0.007624132029003061,,,,,14,0.2586147884516767,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.029480649867892856
tennis_top10_atp,ATP Top-10 Matchups (2020-2024),add_weighted,add,weighted,Carlos Alcaraz,Novak Djokovic,14,Alexander Zverev,Carlos Alcaraz,,321,reverse,0.0,0.0075125367662116195,0.0075125367662116195,,,,,87,0.7156210053590454,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0]",0.01049792657000389
tennis_top10_atp,ATP Top-10 Matchups (2020-2024),add_weighted,add,weighted,Carlos Alcaraz,Novak Djokovic,15,Carlos Alcaraz,Alexander Zverev,,321,forward,1.0,0.0075125367662116195,0.0075125367662116195,,,,,86,0.7156210053590454,"[0.0, -1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.01049792657000389
tennis_top10_atp,ATP Top-10 Matchups (2020-2024),add_weighted,add,weighted,Carlos Alcaraz,Novak Djokovic,16,Carlos Alcaraz,Stefanos Tsitsipas,,307,forward,1.0,0.006978507055837052,0.006978507055837052,,,,,58,0.7714418449057809,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.00904605720044829
tennis_top10_atp,ATP Top-10 Matchups (2020-2024),add_weighted,add,weighted,Carlos Alcaraz,Novak Djokovic,17,Stefanos Tsitsipas,Carlos Alcaraz,,307,reverse,0.0,0.006978507055837051,0.006978507055837051,,,,,59,0.7714418449057809,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0]",0.009046057200448288
tennis_top10_atp,ATP Top-10 Matchups (2020-2024),add_weighted,add,weighted,Carlos Alcaraz,Novak Djokovic,18,Andrey Rublev,Carlos Alcaraz,,357,reverse,0.0,0.006953231596060748,0.006953231596060748,,,,,159,0.7749924619641648,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, -1.0, 0.0, 0.0]",0.008971999002981608
tennis_top10_atp,ATP Top-10 Matchups (2020-2024),add_weighted,add,weighted,Carlos Alcaraz,Novak Djokovic,19,Carlos Alcaraz,Andrey Rublev,,357,forward,1.0,0.006953231596060747,0.006953231596060747,,,,,158,0.7749924619641648,"[0.0, 0.0, 0.0, 0.0, 0.0, -1.0, 1.0, 0.0, 0.0]",0.008971999002981606
tennis_top10_atp,ATP Top-10 Matchups (2020-2024),add_weighted,add,weighted,Carlos Alcaraz,Novak Djokovic,20,Novak Djokovic,Alexander Zverev,,281,reverse,0.0,0.006517039088270606,0.006517039088270606,,,,,7,0.20223476633959953,"[0.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.03222511740304321
tennis_top10_atp,ATP Top-10 Matchups (2020-2024),add_weighted,add,weighted,Carlos Alcaraz,Novak Djokovic,21,Alexander Zverev,Novak Djokovic,,281,forward,1.0,0.006517039088270604,0.006517039088270604,,,,,6,0.20223476633959953,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0322251174030432
tennis_top10_atp,ATP Top-10 Matchups (2020-2024),add_weighted,add,weighted,Carlos Alcaraz,Novak Djokovic,22,Novak Djokovic,Holger Rune,,295,reverse,0.0,0.0060477765627949195,0.0060477765627949195,,,,,35,0.21363754595080706,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]",0.028308584691323416
tennis_top10_atp,ATP Top-10 Matchups (2020-2024),add_weighted,add,weighted,Carlos Alcaraz,Novak Djokovic,23,Holger Rune,Novak Djokovic,,295,forward,1.0,0.006047776562794919,0.006047776562794919,,,,,34,0.21363754595080706,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",0.028308584691323413
tennis_top10_atp,ATP Top-10 Matchups (2020-2024),add_weighted,add,weighted,Carlos Alcaraz,Novak Djokovic,24,Hubert Hurkacz,Carlos Alcaraz,,351,reverse,0.0,0.0060195351967056426,0.0060195351967056426,,,,,147,0.8121198395713732,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, -1.0, 0.0, 0.0]",0.007412126761836872
tennis_top10_atp,ATP Top-10 Matchups (2020-2024),add_weighted,add,weighted,Carlos Alcaraz,Novak Djokovic,25,Carlos Alcaraz,Hubert Hurkacz,,351,forward,1.0,0.00601953519670564,0.00601953519670564,,,,,146,0.8121198395713732,"[0.0, 0.0, 0.0, 0.0, -1.0, 0.0, 1.0, 0.0, 0.0]",0.0074121267618368685
tennis_top10_atp,ATP Top-10 Matchups (2020-2024),add_weighted,add,weighted,Carlos Alcaraz,Novak Djokovic,26,Taylor Fritz,Novak Djokovic,,293,forward,1.0,0.005463500665251317,0.005463500665251317,,,,,30,0.1939491305182256,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",0.028169761063909005
tennis_top10_atp,ATP Top-10 Matchups (2020-2024),add_weighted,add,weighted,Carlos Alcaraz,Novak Djokovic,27,Novak Djokovic,Taylor Fritz,,293,reverse,0.0,0.005463500665251317,0.005463500665251317,,,,,31,0.1939491305182256,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0, 0.0]",0.028169761063909005
