dataset_key,dataset_name,max_actions,baseline_alpha,our_alpha,alpha_match,baseline_met,our_met,met_match,baseline_pair,our_pair,pair_match,baseline_initial_value,our_initial_value,initial_match,baseline_final_value,our_final_value,final_match,baseline_indices,our_indices,indices_match
nba_elo_top50,NBA Elo Top-50 Teams,1099,47,24,False,True,True,True,"('LAL', 'OKC')","('LAL', 'OKC')",True,0.05948948534572618,0.05948948534572618,True,-0.0009769647645341273,-0.002283353769720997,False,"[207536, 93532, 203425, 97645, 203424, 97644, 93533, 207537, 94043, 93462, 215418, 203355, 105527, 105040, 214933, 213625, 103732, 203934, 94042, 215419, 203354, 105526, 93463, 213624, 105041, 214932, 203935, 103733, 208265, 94274, 94275, 212501, 102608, 102692, 102693, 217594, 204166, 204167, 98372, 210418, 210419, 217595, 107796, 217610, 217611, 109310, 109311]","[207536, 93532, 203425, 97645, 203424, 97644, 93533, 207537, 94043, 93462, 215418, 203355, 105527, 105040, 214933, 213625, 103732, 203934, 94042, 215419, 203354, 105526, 93463, 213624, 105041, 214932, 203935, 103733, 208265, 94274, 94275, 212501, 102608, 102692, 102693, 217594, 204166, 204167, 98372, 210418, 212584, 212585, 102609, 107702, 212500, 98373, 208264, 100526]",False
