n_tasks,n_trials_per_task,budget,influence_mean_success_rate,rigging_mean_success_rate,mean_median_exposure_advantage,mean_prob_rigging_exposures_ge_influence,mean_same_decision_rate_when_both_active,influence_successful_trials,rigging_successful_trials,both_successful_trials,influence_trial_wins,rigging_trial_wins,tied_trials
18,5,120,0.9888888888888889,0.9777777777777779,0.9444444444444444,0.8444444444444446,0.8704739448417759,89,88,88,75,15,0
