dataset_key,dataset_name,direction,target_player,initial_rank,k,n_trials,influence_success_count,rigging_success_count,influence_success_rate,rigging_success_rate,influence_exposures_median,rigging_exposures_median,influence_actions_median,rigging_actions_median,influence_rows_added_median,rigging_rows_added_median,influence_trial_wins,rigging_trial_wins,tied_trials,median_exposure_advantage_rigging_minus_influence,median_action_advantage_rigging_minus_influence,median_rows_added_advantage_rigging_minus_influence
tennis_top10_atp,ATP Top-10 Matchups (2020-2024),demote,Daniil Medvedev,3,3,5,5,5,1.0,1.0,8.0,8.0,8.0,8.0,8.0,8.0,5,0,0,0.0,0.0,0.0
