n_tasks,n_trials_per_task,budget,influence_mean_success_rate,rigging_mean_success_rate,mean_median_exposure_advantage,mean_prob_rigging_exposures_ge_influence,mean_same_decision_rate_when_both_active,influence_successful_trials,rigging_successful_trials,both_successful_trials,influence_trial_wins,rigging_trial_wins,tied_trials
1,5,120,1.0,1.0,2.0,0.6,0.7647058823529411,5,5,5,3,2,0
