dataset_key,dataset_name,objective_key,variant,action,candidate_mode,order_mode,step,objective_value,variant_label,initial_value,delta_from_initial,normalized_value,plot_value
vision_arena,Vision Arena,kendall_tau,drop,drop,,greedy,0,0.6882679774777904,Drop,0.6882679774777904,0.0,1.0,1.0
vision_arena,Vision Arena,kendall_tau,drop,drop,,greedy,1,0.6880194233436122,Drop,0.6882679774777904,-0.000248554134178236,0.9996388701170014,0.9996388701170014
vision_arena,Vision Arena,kendall_tau,drop,drop,,greedy,2,0.6877693476977275,Drop,0.6882679774777904,-0.0004986297800629869,0.9992755295954778,0.9992755295954778
vision_arena,Vision Arena,kendall_tau,drop,drop,,greedy,3,0.6875177511464099,Drop,0.6882679774777904,-0.0007502263313805546,0.998909979316298,0.998909979316298
vision_arena,Vision Arena,kendall_tau,drop,drop,,greedy,4,0.6872646341734988,Drop,0.6882679774777904,-0.0010033433042916373,0.9985422199824427,0.9985422199824427
vision_arena,Vision Arena,kendall_tau,drop,drop,,greedy,5,0.6870099971429358,Drop,0.6882679774777904,-0.0012579803348546914,0.9981722521226911,0.9981722521226911
vision_arena,Vision Arena,kendall_tau,drop,drop,,greedy,6,0.6867538403012365,Drop,0.6882679774777904,-0.0015141371765539091,0.9978000760952114,0.9978000760952114
vision_arena,Vision Arena,kendall_tau,drop,drop,,greedy,7,0.6864961637799034,Drop,0.6882679774777904,-0.001771813697887037,0.997425692091066,0.997425692091066
vision_arena,Vision Arena,kendall_tau,drop,drop,,greedy,8,0.686236967597737,Drop,0.6882679774777904,-0.002031009880053447,0.9970491001375711,0.9970491001375711
vision_arena,Vision Arena,kendall_tau,drop,drop,,greedy,9,0.6859762516630782,Drop,0.6882679774777904,-0.0022917258147122643,0.9966703001015528,0.9966703001015528
vision_arena,Vision Arena,kendall_tau,drop,drop,,greedy,10,0.6857140157759731,Drop,0.6882679774777904,-0.00255396170181732,0.9962892916924938,0.9962892916924938
vision_arena,Vision Arena,kendall_tau,drop,drop,,greedy,11,0.685450259630289,Drop,0.6882679774777904,-0.0028177178475013998,0.995906074465607,0.995906074465607
vision_arena,Vision Arena,kendall_tau,drop,drop,,greedy,12,0.6851849828157986,Drop,0.6882679774777904,-0.0030829946619918003,0.9955206478248637,0.9955206478248637
vision_arena,Vision Arena,kendall_tau,drop,drop,,greedy,13,0.6849181848202682,Drop,0.6882679774777904,-0.0033497926575222214,0.9951330110260282,0.9951330110260282
vision_arena,Vision Arena,kendall_tau,drop,drop,,greedy,14,0.6846498650315739,Drop,0.6882679774777904,-0.0036181124462165704,0.9947431631797321,0.9947431631797321
