player,player_index,skill,rating,player_influence_signed,player_influence_abs,fitted_row_count,player_influence_joint_newton,player_influence_joint_newton_abs,player_influence_two_step,player_influence_two_step_abs,degree,bridge_var,closeness,surprise,influence
CLE,24,-0.1524153481066463,973.5227421439681,-0.0019670770616400583,0.15354070680053905,14844,-0.009666616952863416,0.009666616952863416,-0.009666616952863416,0.009666616952863416,7422,0.049744592184545064,0.23218589943377774,0.4903696357019893,0.15354070680053905
UTA,36,0.2215043954643906,1038.4792546670003,0.0011922329032399343,0.07310593264630488,12296,-0.009651458244839706,0.009651458244839706,-0.009651458244839706,0.009651458244839706,6148,0.06494706135905191,0.26341869168869647,0.4872717279336769,0.07310593264630488
NOH,47,-0.09737573816815315,983.084101696926,-0.00027210552452900397,0.1069991115389315,3024,-0.009648972150659074,0.009648972150659074,-0.009648972150659074,0.009648972150659074,1512,0.07165444046512337,0.2356886833895426,0.4895157527825066,0.1069991115389315
CHA,48,-0.5851331939004584,898.3519530842422,0.000306670882593726,0.020810482840391675,3196,-0.00953145475580719,0.00953145475580719,-0.00953145475580719,0.00953145475580719,1598,0.0529234816978619,0.5706439777015268,0.45547901184671197,0.020810482840391675
MIN,42,-0.4281949182307913,925.6149239333413,0.001039155100123631,0.06998878032288107,8340,-0.009504738427134951,0.009504738427134951,-0.009504738427134951,0.009504738427134951,4170,0.061747580846952504,0.4704074172858771,0.4677945247860706,0.06998878032288107
MEM,46,-0.04850775143124578,991.5733404895501,0.000303203296556329,0.06199432949967821,4692,-0.009445263154604588,0.009445263154604588,-0.009445263154604588,0.009445263154604588,2346,0.07804018716507082,0.23183961780822157,0.4928819929450775,0.06199432949967821
WAS,45,-0.3886397916999156,932.4863532066789,0.0003199667608375644,0.027636181088903707,5784,-0.009216754283663642,0.009216754283663642,-0.009216754283663642,0.009216754283663642,2892,0.054406842198151784,0.3880395665620413,0.47859368493561943,0.027636181088903707
TOR,44,-0.3335113964379035,942.0631363500682,-0.0003553978976599082,0.03467587153371979,6368,-0.009084843386250041,0.009084843386250041,-0.009084843386250041,0.009084843386250041,3184,0.054708227430043416,0.34345389665637494,0.48084951975535645,0.03467587153371979
KCK,31,-0.1087576463490424,981.1068617303303,-0.0004639701294752958,0.11393744070120612,3184,-0.0089829982419396,0.0089829982419396,-0.0089829982419396,0.0089829982419396,1592,0.04208031894702023,0.23434155688916308,0.4879276438211525,0.11393744070120612
LAC,38,-0.4172646411087605,927.5137075492498,0.0003614762092659486,0.0626168575080232,10068,-0.008455614222907082,0.008455614222907082,-0.008455614222907082,0.008455614222907082,5034,0.05957830500460145,0.46770387375485223,0.46805273050931717,0.0626168575080232
CHI,14,0.09744043586427126,1016.9271374440403,0.001194016593926742,0.0892484013072295,16660,-0.008393559641770465,0.008393559641770465,-0.008393559641770465,0.008393559641770465,8330,0.04897944950969419,0.18786830826157783,0.49440584907555096,0.0892484013072295
SFW,11,-0.061554382979943874,989.3069084539404,-0.0013749863384349733,0.1245734783755084,2960,-0.008322716882311343,0.008322716882311343,-0.008322716882311343,0.008322716882311343,1480,0.03863747553261393,0.21410435868141936,0.48950272660997374,0.1245734783755084
NJN,35,-0.313328135258481,945.5693279328824,0.0018840664682585036,0.06037909801398501,11612,-0.008213686372764206,0.008213686372764206,-0.008213686372764206,0.008213686372764206,5806,0.04537259230566344,0.34674942807484965,0.4807881766005053,0.06037909801398501
HOU,28,0.14622843117015713,1025.4024803018274,-0.000980920116248456,0.07956848113311055,14792,-0.008030619827824825,0.008030619827824825,-0.008030619827824825,0.008030619827824825,7396,0.06337298566061181,0.22122160586207096,0.4895690459595231,0.07956848113311055
OKC,49,0.4468422789340838,1077.6244544088586,0.0005455904502335719,0.015739382050602293,2464,-0.007573413914043647,0.007573413914043647,-0.007573413914043647,0.007573413914043647,1232,0.07174985177458587,0.4481651729846058,0.4714676393963568,0.015739382050602293
ATL,19,-0.015333879028204982,997.3362323807514,0.0012806226007426532,0.08104644114999195,15628,-0.007538493342848618,0.007538493342848618,-0.007538493342848618,0.007538493342848618,7814,0.05030699137006514,0.16521576787190945,0.4939952631592192,0.08104644114999195
BAL,12,-0.006946279480999257,998.7933076606577,0.00022661511596695723,0.050302326426330805,3352,-0.007428196885646221,0.007428196885646221,-0.007428196885646221,0.007428196885646221,1676,0.03891403131243231,0.15103544614527725,0.4940977470574992,0.050302326426330805
DAL,37,0.05028191353218328,1008.7348630346255,-0.00023213484150772266,0.09354942727057683,11784,-0.0072271867596545025,0.0072271867596545025,-0.0072271867596545025,0.0072271867596545025,5892,0.06843100383586727,0.2104474130730182,0.4905580423500861,0.09354942727057683
BUF,23,-0.38952306376849016,932.3329131325185,0.00048518217251662644,0.02382052491216328,2540,-0.006947205287176739,0.006947205287176739,-0.006947205287176739,0.006947205287176739,1270,0.03268588345608844,0.47365413523511296,0.47077970398479557,0.02382052491216328
DET,8,-0.016336790521452843,997.1620088098094,-0.006526804353908316,0.14044519343904424,19380,-0.006769677500401583,0.006769677500401583,-0.006769677500401583,0.006769677500401583,9690,0.050872236738192564,0.16992418856684394,0.49164573277802304,0.14044519343904424
WSB,30,-0.1259716623472974,978.1164808665557,0.0009378057694086534,0.11899875145838906,7764,-0.0065260683952182985,0.0065260683952182985,-0.0065260683952182985,0.0065260683952182985,3882,0.04312400484289022,0.2098835321150512,0.49285831474977987,0.11899875145838906
MIA,41,0.06863321700749876,1011.9228109686501,0.0007750653761544135,0.07605356983168553,9332,-0.006475141634824766,0.006475141634824766,-0.006475141634824766,0.006475141634824766,4666,0.05593705696070221,0.1924651407554372,0.4902981166726162,0.07605356983168553
LAL,10,0.50633176427981,1087.958836495624,-0.00499348434772395,0.11912358212382365,19636,-0.006337583062907104,0.006337583062907104,-0.006337583062907104,0.006337583062907104,9818,0.04614983229999057,0.46836361830804957,0.46886707547419293,0.11912358212382365
INA,17,0.24608408016347952,1042.7491832396947,-0.0007465999466753667,0.09391304363115378,1592,-0.004815605485170127,0.004815605485170127,-0.004815605485170127,0.004815605485170127,796,0.08505872895204057,0.2587936718814438,0.4887548196418939,0.09391304363115378
CIN,9,-0.03794507663069617,993.408265041557,-0.006556136182085464,0.06193497793299931,4748,-0.0027731860728846813,0.0027731860728846813,-0.0027731860728846813,0.0027731860728846813,2374,0.03629233166018688,0.18899555661841147,0.490263086408567,0.06193497793299931
STL,7,0.2884994301468717,1050.1174842180076,-0.005608060269068095,0.10468564120024129,4372,-0.0025806251919546774,0.0025806251919546774,-0.0025806251919546774,0.0025806251919546774,2186,0.03693141987039259,0.23363876246312673,0.490029783315327,0.10468564120024129
NYA,22,0.0032496673574937186,1000.5645250405522,0.00144821282680568,0.0707612975964299,1428,-0.0013955694579101952,0.0013955694579101952,-0.0013955694579101952,0.0013955694579101952,714,0.10407956662446362,0.31282403606490067,0.4932354472654327,0.0707612975964299
