player,player_index,skill,rating,player_influence_signed,player_influence_abs,fitted_row_count,player_influence_joint_newton,player_influence_joint_newton_abs,player_influence_two_step,player_influence_two_step_abs,degree,bridge_var,closeness,surprise,influence
Novak Djokovic,0,0.0,1000.0,-0.03217038136574163,0.19735093392579825,134,-0.10829039646952465,0.10829039646952465,-0.10829039646952465,0.10829039646952465,67,0.16624137905473718,1.2868388378816265,0.3276101588663401,0.19735093392579825
Alexander Zverev,2,-1.3723851285979942,761.5922846415226,0.035280620880566535,0.34677385131098315,142,-0.10650768011932987,0.10650768011932987,-0.10650768011932987,0.10650768011932987,71,0.31858729912678035,0.4927816726810776,0.4785408889669626,0.34677385131098315
Jannik Sinner,4,-1.0531806925697127,817.0437747079715,-0.057796306508128184,0.3725998471040082,140,-0.0934363349000612,0.0934363349000612,-0.0934363349000612,0.0934363349000612,70,0.3504623880606564,0.5101963362646534,0.48930151739645394,0.3725998471040082
Stefanos Tsitsipas,1,-1.6660128642824397,710.583922504922,-0.0430233463343837,0.45478354725244274,126,-0.09142058199706438,0.09142058199706438,-0.09142058199706438,0.09142058199706438,63,0.3582940591629626,0.6518763351857784,0.41413859318448937,0.45478354725244274
Daniil Medvedev,3,-0.9479407695984349,835.3258218369111,0.01425263355967021,0.3023299141050291,144,-0.049044168722064185,0.049044168722064185,-0.049044168722064185,0.049044168722064185,72,0.3598270627047449,0.5456565793663858,0.45489037379648356,0.3023299141050291
Carlos Alcaraz,7,-0.4495422605976242,921.9065107360552,0.008654454734325486,0.1315823871517054,106,-0.038552528505505834,0.038552528505505834,-0.038552528505505834,0.038552528505505834,53,0.27906577708208513,0.8157161100103112,0.4213250058457401,0.1315823871517054
Hubert Hurkacz,5,-1.9133858605014131,667.6108316130124,-0.00301302730274928,0.14078386908276894,70,-0.021739149184094253,0.021739149184094253,-0.021739149184094253,0.021739149184094253,35,0.3253606322136404,0.8467303831383505,0.3994069566879123,0.14078386908276894
Andrey Rublev,6,-1.686261659381099,707.066346514307,0.00802543937965379,0.48821787168812686,110,-0.005135595941009097,0.005135595941009097,-0.005135595941009097,0.005135595941009097,55,0.2925387028808149,0.5623334067223429,0.4532527734686151,0.48821787168812686
Taylor Fritz,8,-1.4245509431603225,752.5301544781596,0.031409487629090634,0.427304548561395,80,-0.004564322257579967,0.004564322257579967,-0.004564322257579967,0.004564322257579967,40,0.39766873569858974,0.5065637675317859,0.41484208811190804,0.427304548561395
Holger Rune,9,-1.3031369550428262,773.6219245042778,0.04105954582612867,0.43154374958485553,60,0.0033764222624838025,0.0033764222624838025,0.0033764222624838025,0.0033764222624838025,30,0.39325714858860084,0.5311501608194533,0.4626807840976873,0.43154374958485553
