player,player_index,skill,rating,player_influence_signed,player_influence_abs,fitted_row_count,player_influence_joint_newton,player_influence_joint_newton_abs,player_influence_two_step,player_influence_two_step_abs,degree,bridge_var,closeness,surprise,influence
claude-3-sonnet-20240229,4,-0.13054109019938417,977.3226899459091,-0.009361950210304748,0.1901960464362047,8444,-0.014191345412149947,0.014191345412149947,-0.014191345412149947,0.014191345412149947,4222,0.228792183367095,0.5095426823663228,0.4593089784640924,0.1901960464362047
claude-3-5-sonnet-20240620,6,0.661434418491405,1114.9029272366813,0.0065462820801339095,0.26692498117027713,13548,0.005456796316664625,0.005456796316664625,0.005456796316664625,0.005456796316664625,6774,0.20782958869630286,0.6009501800669623,0.44464043993429875,0.26692498117027713
reka-core-20240501,3,-0.39478278223877467,931.4192064493149,0.0034264392657989877,0.16153974932252782,7312,0.005220292650352842,0.005220292650352842,0.005220292650352842,0.005220292650352842,3656,0.21331037883570486,0.596012806741112,0.4435548002779354,0.16153974932252782
gpt-4o-mini-2024-07-18,11,0.2685411490667937,1046.6503756814668,-0.0041601640879415066,0.18878799878274743,8644,-0.004639945103608212,0.004639945103608212,-0.004639945103608212,0.004639945103608212,4322,0.24263921857843246,0.44588688265676046,0.47127308187148237,0.18878799878274743
reka-flash-preview-20240611,14,-0.38247723203099154,933.5568994701242,-0.002337908225224911,0.21628725035685242,6988,-0.0041854785768153935,0.0041854785768153935,-0.0041854785768153935,0.0041854785768153935,3494,0.2280725146101143,0.5940845169535539,0.4441061203846406,0.21628725035685242
cogvlm2-llama3-chat-19b,13,-0.4484089903549687,922.1033799412114,0.0013555380978764193,0.07072631800656128,1792,0.003979957270082268,0.003979957270082268,0.003979957270082268,0.003979957270082268,896,0.1972660720479866,0.5126136357765382,0.44996779925533786,0.07072631800656128
gemini-1.5-flash-api-0514,2,0.06707960469534521,1011.6529208669759,0.001414467692772656,0.22173138186502434,8196,0.003449101386651776,0.003449101386651776,0.003449101386651776,0.003449101386651776,4098,0.23959346856818262,0.45284976501593954,0.470312326506434,0.22173138186502434
gemini-1.5-pro-exp-0801,1,0.8046639390009088,1139.7844433978519,0.0007879332949822986,0.19708095467714137,8932,0.0034102616119170426,0.0034102616119170426,0.0034102616119170426,0.0034102616119170426,4466,0.14205601878928553,0.6138835985842376,0.44624758108527035,0.19708095467714137
gpt-4-turbo-2024-04-09,10,0.47970388841094946,1083.3331006737635,0.0011208367190778787,0.22206182893277188,8222,0.0025823187850148033,0.0025823187850148033,0.0025823187850148033,0.0025823187850148033,4111,0.23584605498280378,0.47966692332566924,0.4600383434241302,0.22206182893277188
llava-v1.6-34b,16,-0.485073238172573,915.7341477370838,0.0005205586164985396,0.17355792594113745,3646,0.0024449441516993797,0.0024449441516993797,0.0024449441516993797,0.0024449441516993797,1823,0.19211512804211586,0.6809918907321497,0.4309864641344331,0.17355792594113745
phi-3-vision-128k-instruct,7,-1.1923307145526993,792.8709400264005,-0.0003028555700391754,0.015149773057173702,1308,0.002056687914191002,0.002056687914191002,0.002056687914191002,0.002056687914191002,654,0.17192722524433707,1.3956798237687402,0.3209339580690347,0.015149773057173702
gpt-4o-2024-05-13,12,0.7699031598581563,1133.7458775705097,-0.0007007778639001564,0.20133636832501323,10562,0.0015218127623680688,0.0015218127623680688,0.0015218127623680688,0.0015218127623680688,5281,0.21399113289278357,0.645434296476221,0.43536922461129496,0.20133636832501323
internvl2-26b,15,-0.015712141387369673,997.2705214786326,0.00043364522320756926,0.19307324899545525,3248,0.0013601926924762253,0.0013601926924762253,0.0013601926924762253,0.0013601926924762253,1624,0.20547423394581066,0.4740415607530482,0.4698864727075968,0.19307324899545525
claude-3-opus-20240229,0,0.0,1000.0,0.00020409219382796107,0.1847963624484352,8368,0.0009122816498867703,0.0009122816498867703,0.0009122816498867703,0.0009122816498867703,4184,0.2384377950634512,0.4649213513119655,0.4678260512967389,0.1847963624484352
claude-3-haiku-20240307,5,-0.365638459067823,936.4820939420946,-0.0009810614655110504,0.4209681256829885,8568,-0.0008092791424223478,0.0008092791424223478,-0.0008092791424223478,0.0008092791424223478,4284,0.21560218725551605,0.6350237902449726,0.43863691943546707,0.4209681256829885
gemini-1.5-pro-api-0514,8,0.48668862785221517,1084.546474192513,-0.00034782308155769493,0.22541623507003847,10024,0.0005411828611393554,0.0005411828611393554,0.0005411828611393554,0.0005411828611393554,5012,0.23305183763227016,0.4890260434078835,0.46483651148253535,0.22541623507003847
minicpm-v-2_6,9,-0.5185499268781789,909.9186512661888,-0.0025897374743544146,0.3296365394090519,1594,0.00023366560096260702,0.00023366560096260702,0.00023366560096260702,0.00023366560096260702,797,0.1562467644943875,0.7338846521192208,0.4312923744329037,0.3296365394090519
